user_id,username,activity_type,timestamp,source_ip,user_agent,device_info,is_suspicious,confidence_score,success,application_name,version,session_duration_minutes,memory_usage_mb,cpu_usage_percent,files_opened,file_count,total_size,destination,transfer_speed_mbps,encryption_used,transfer_method,database_name,query_type,rows_affected,execution_time_ms,tables_accessed,sensitive_data_accessed,recipient_count,external_recipients,attachment_count,total_attachment_size,subject_classification,sender_reputation,destination_ip,destination_domain,protocol,port,bytes_transferred,duration_seconds,connection_status,file_path,file_size,action,permission_level,command,arguments,exit_code,privilege_level,output_size_bytes,anomaly_type,risk_factors,location,login_attempts,department,service,flag,src_bytes,dst_bytes,network_bytes,num_failed_logins,logged_in,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,attack_type,hour,day_of_week,is_weekend,is_business_hours,root_shell,num_file_creations,num_shells,num_access_files
user_017,user26,network_access,2025-10-13 16:25:53.866180,192.168.2.179,,,False,0.2481037533563453,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.28.95,,tcp,,1801.0,0.0,,,305.0,,,,,,,,,,,,Operations,http,SF,305.0,1496.0,1496.0,0.0,True,3.0,3.0,0.0,0.0,1.0,0.0,3.0,255.0,normal,15.0,6.0,False,True,False,0.0,0.0,0.0
user_023,user6,network_access,2025-10-10 16:25:54.039672,192.168.7.173,,,False,0.14457324131167631,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.3.168,,tcp,,2035.0,0.0,,,290.0,,,,,,,,,,,,Finance,http,SF,290.0,1745.0,1745.0,0.0,True,4.0,4.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,6.0,2.0,False,True,False,0.0,0.0,0.0
user_031,nataliesharp,email_sent,2025-10-02 12:37:51.454356,192.168.1.228,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Linux-Workstation_8133,False,0.19616758702935008,,,,,,,,,,,,,,,,,,,,10.0,2.0,1.0,2828156.0,personal,0.8621328387902284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_015,lhenderson,login,2025-10-15 08:29:51.454356,192.168.1.72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_7056,False,0.22118202543285212,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_026,user4,network_access,2025-09-26 16:25:54.817424,192.168.6.107,,,False,0.19368415704785788,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.84.50,,tcp,,2591.0,0.0,,,162.0,,,,,,,,,,,,Sales,http,SF,162.0,2429.0,2429.0,0.0,True,13.0,13.0,0.0,0.0,1.0,0.0,80.0,255.0,normal,3.0,4.0,True,True,False,0.0,0.0,0.0
user_004,alexanderrhodes,file_access,2025-10-14 09:49:51.454356,192.168.1.73,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_2298,False,0.24245654075291193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/documents/employee_document.docx,1220252.0,write,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_047,michael58,database_query,2025-09-29 13:52:51.454356,115.211.106.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_1820,False,0.1966425349542443,,,,,,,,,,,,,,hr_db,INSERT,40.0,4908.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_023,jowens,database_query,2025-09-26 16:52:51.454356,192.168.1.11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_2809,False,0.29343982548633907,,,,,,,,,,,,,,analytics_db,SELECT,151.0,3892.0,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_006,ashleysmall,file_access,2025-10-22 09:37:51.454356,192.168.1.158,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_9261,False,0.2351446960944072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/training.csv,1517371.0,move,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_008,schwartzandrew,application_launch,2025-09-24 11:17:51.454356,192.168.1.214,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_3187,False,0.29704961594598933,,IntelliJ,3.6.3,83.0,506.0,42.198707388616874,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_036,user21,network_access,2025-09-26 16:25:54.254039,192.168.3.37,,,False,0.13711547173755312,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.242.2,,tcp,,1258.0,0.0,,,237.0,,,,,,,,,,,,IT,http,SF,237.0,1021.0,1021.0,0.0,True,7.0,24.0,0.0,0.0,1.0,0.0,59.0,255.0,normal,5.0,0.0,True,True,False,0.0,0.0,0.0
user_006,ashleysmall,login,2025-10-20 07:54:51.454356,192.168.1.107,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_7241,False,0.2170490036172527,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_007,michelesullivan,application_launch,2025-09-23 12:33:51.454356,70.143.74.59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_1979,False,0.10707811431125856,,Teams,4.3.8,124.0,434.0,53.26731149739654,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_001,user20,network_access,2025-10-17 16:25:54.265364,192.168.4.229,,,False,0.2351118300492156,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.143.170,,tcp,,2279.0,0.0,,,198.0,,,,,,,,,,,,Operations,http,SF,198.0,2081.0,2081.0,0.0,True,7.0,7.0,0.0,0.0,1.0,0.0,45.0,255.0,normal,20.0,0.0,False,False,False,0.0,0.0,0.0
user_032,oshepard,email_sent,2025-10-08 09:52:51.454356,192.168.1.83,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_2711,False,0.11516492984509369,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,5637276.0,business,0.8145058150901929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_022,samuel51,email_sent,2025-09-25 07:45:51.454356,192.168.1.173,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_5069,False,0.154124128881969,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,7327008.0,security,0.8686436471593499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_021,llong,logout,2025-10-21 19:37:51.454356,192.168.1.173,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_6760,False,0.11513993673873982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_026,user30,network_access,2025-09-27 16:25:53.399182,192.168.8.2,,,False,0.1844259654497757,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.191.72,,tcp,,1964.0,0.0,,,246.0,,,,,,,,,,,,Operations,http,SF,246.0,1718.0,1718.0,0.0,True,10.0,12.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,12.0,6.0,False,True,False,0.0,0.0,0.0
user_027,elucas,system_command,2025-10-09 08:20:51.454356,192.168.1.119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_1532,False,0.19856987508997725,,,,,,,,,,,,,,,,,9115.0,,,,,,,,,,,,,,,,,,,,ls,--local /close/growth.mov,2.0,user,389331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_014,user27,network_access,2025-10-05 16:25:54.219580,192.168.7.77,,,False,0.1867510492593567,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.184.202,,tcp,,1430.0,0.0,,,218.0,,,,,,,,,,,,Finance,http,SF,218.0,1212.0,1212.0,0.0,True,3.0,3.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,23.0,1.0,True,True,False,0.0,0.0,0.0
user_014,user7,network_access,2025-10-05 16:25:54.199834,192.168.6.226,,,False,0.18970474253880606,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.204.138,,tcp,,12627.0,0.0,,,293.0,,,,,,,,,,,,Sales,http,SF,293.0,12334.0,12334.0,0.0,True,7.0,21.0,0.0,0.0,1.0,0.0,163.0,255.0,normal,14.0,5.0,True,False,False,0.0,0.0,0.0
user_043,huntersharp,login,2025-10-22 10:00:51.454356,192.168.1.112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_8837,False,0.2971307942286914,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_038,megan18,database_query,2025-10-21 09:34:51.454356,192.168.1.153,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_3713,False,0.24720245780971745,,,,,,,,,,,,,,customer_db,UPDATE,199.0,3544.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_025,user2,network_access,2025-10-10 16:25:54.300648,192.168.2.195,,,False,0.24385679172840855,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.194.112,,tcp,,1282.0,0.0,,,338.0,,,,,,,,,,,,Sales,http,SF,338.0,944.0,944.0,0.0,True,4.0,5.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,18.0,6.0,False,True,False,0.0,0.0,0.0
user_047,user31,network_access,2025-10-17 16:25:54.035805,192.168.4.19,,,False,0.2750768160821192,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.111.231,,tcp,,1037.0,0.0,,,286.0,,,,,,,,,,,,Marketing,http,SF,286.0,751.0,751.0,0.0,True,9.0,28.0,0.0,0.0,1.0,0.0,213.0,255.0,normal,19.0,6.0,False,False,False,0.0,0.0,0.0
user_032,oshepard,file_access,2025-10-10 16:39:51.454356,192.168.1.154,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_8018,False,0.18874841566900463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/files/reflect.xlsm,3652729.0,delete,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_045,hrosales,network_access,2025-09-26 09:43:51.454356,192.168.1.93,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_7487,False,0.13302200289115612,,,,,,,,,,,,,,,,,,,,,,,,,,60.194.20.129,workday.com,SSH,22.0,2384686.0,3123.0,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_049,burnsrodney,application_launch,2025-10-17 09:35:51.454356,192.168.1.143,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Windows-Laptop_5589,False,0.16525030499856977,,Slack,8.1.4,35.0,967.0,80.10793045463255,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_010,anthony00,application_launch,2025-10-21 18:04:51.454356,192.168.1.78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_4705,False,0.16730001999232313,,Zoom,13.6.4,305.0,174.0,13.807079819626237,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_046,kellybrian,email_sent,2025-10-03 11:40:51.454356,192.168.1.169,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_7510,False,0.2565139676222268,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,15652569.0,personal,0.9985876687644639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_043,huntersharp,application_launch,2025-10-20 13:57:51.454356,48.222.175.130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_3236,False,0.21522605477199636,,Outlook,12.1.7,249.0,1841.0,92.34876098227663,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_018,mike93,application_launch,2025-09-24 08:25:51.454356,192.168.1.159,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_2195,False,0.24772004262349892,,Photoshop,10.2.5,168.0,1503.0,29.864897635017243,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_031,nataliesharp,file_access,2025-10-13 09:32:51.454356,192.168.1.100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Linux-Workstation_4467,False,0.25862710541108797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/documents/policies/stuff.pdf,3142897.0,move,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_040,jameskeller,application_launch,2025-10-13 16:30:51.454356,192.168.1.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_3643,False,0.26104991885823137,,Slack,6.6.1,147.0,626.0,37.48199971126787,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_050,paullee,system_command,2025-10-10 17:01:51.454356,192.168.1.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Windows-Laptop_6484,False,0.26789436162480873,,,,,,,,,,,,,,,,,6483.0,,,,,,,,,,,,,,,,,,,,ping,--edge /quality/have.flac,0.0,user,1031649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_041,lindagreen,email_sent,2025-10-09 13:31:51.454356,192.168.1.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_2107,False,0.24659499076981808,,,,,,,,,,,,,,,,,,,,20.0,1.0,2.0,4761771.0,security,0.9753592575540913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_048,ddillon,file_upload,2025-09-29 15:19:51.454356,192.168.1.146,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_1225,False,0.28701568629366575,,,,,,,,6.0,55407709.0,external_server,32.54420621745645,False,cloud_sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_004,user14,network_access,2025-09-24 16:25:54.586598,192.168.1.118,,,False,0.14335269295942235,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.183.181,,tcp,,524.0,0.0,,,214.0,,,,,,,,,,,,Finance,http,SF,214.0,310.0,310.0,0.0,True,3.0,3.0,0.0,0.0,1.0,0.0,11.0,255.0,normal,9.0,1.0,False,True,False,0.0,0.0,0.0
user_005,user45,network_access,2025-10-23 16:25:53.598384,192.168.8.9,,,False,0.2548384856577904,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.162.53,,tcp,,1320.0,0.0,,,274.0,,,,,,,,,,,,Finance,http,SF,274.0,1046.0,1046.0,0.0,True,10.0,14.0,0.0,0.0,1.0,0.0,255.0,255.0,normal,5.0,2.0,False,True,False,0.0,0.0,0.0
user_031,user1,network_access,2025-10-01 16:25:54.020434,192.168.3.127,,,False,0.27823193124725837,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.121.166,,tcp,,798.0,0.0,,,249.0,,,,,,,,,,,,Finance,http,SF,249.0,549.0,549.0,0.0,True,7.0,7.0,0.0,0.0,1.0,0.0,75.0,255.0,normal,21.0,5.0,False,True,False,0.0,0.0,0.0
user_017,user43,network_access,2025-10-16 16:25:53.412757,192.168.4.194,,,False,0.15700133972841482,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.29.242,,tcp,,453.0,3.0,,,260.0,,,,,,,,,,,,IT,http,SF,260.0,193.0,193.0,0.0,True,1.0,1.0,0.0,0.0,1.0,0.0,1.0,255.0,normal,7.0,5.0,False,True,False,0.0,0.0,0.0
user_040,user50,network_access,2025-10-10 16:25:53.476966,192.168.2.29,,,False,0.25487032844374946,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.61.26,,tcp,,606.0,0.0,,,196.0,,,,,,,,,,,,Finance,http,SF,196.0,410.0,410.0,0.0,True,3.0,11.0,0.0,0.0,1.0,0.0,3.0,255.0,normal,17.0,6.0,False,True,False,0.0,0.0,0.0
user_047,michael58,application_launch,2025-10-17 13:55:51.454356,192.168.1.39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_2440,False,0.2380327390837223,,SAP,1.8.2,397.0,838.0,30.308972669101472,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_003,user38,network_access,2025-10-11 16:25:54.293721,192.168.7.136,,,False,0.15778361862888424,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.221.235,,tcp,,8104.0,0.0,,,340.0,,,,,,,,,,,,Operations,http,SF,340.0,7764.0,7764.0,0.0,True,2.0,12.0,0.0,0.0,1.0,0.0,11.0,255.0,normal,14.0,0.0,False,True,False,0.0,0.0,0.0
user_036,kingkyle,file_access,2025-10-23 12:10:51.454356,192.168.1.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_7020,False,0.25763367425406203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/documents/policies/successful.pdf,1515908.0,move,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_016,annaellis,login,2025-09-24 09:34:51.454356,192.168.1.109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_4830,False,0.19402252021220034,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_028,ryanwhite,application_launch,2025-10-06 14:19:51.454356,192.168.1.11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_8193,False,0.12467513496818805,,IntelliJ,1.4.2,470.0,1060.0,57.377992878941775,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_010,anthony00,email_sent,2025-09-30 11:35:51.454356,192.168.1.160,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_6866,False,0.2333979101209082,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,3436752.0,marketing,0.9280658852914789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_006,user9,network_access,2025-10-07 16:25:53.735431,192.168.3.161,,,False,0.1334785901759339,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.62.106,,tcp,,3161.0,0.0,,,248.0,,,,,,,,,,,,Sales,http,SF,248.0,2913.0,2913.0,0.0,True,8.0,8.0,0.0,0.0,1.0,0.0,8.0,255.0,normal,21.0,1.0,False,True,False,0.0,0.0,0.0
user_028,ryanwhite,login,2025-09-24 06:37:51.454356,126.126.45.48,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_4787,False,0.16542024764956947,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_009,pharris,file_access,2025-10-02 21:19:51.454356,192.168.1.216,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,Windows-Laptop_3343,False,0.24006254307294086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/marketing/assets/firm.jpg,2654917.0,write,read,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_010,user47,network_access,2025-10-23 16:25:54.784377,192.168.5.5,,,False,0.23916591735285114,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.141.58,,tcp,,1424.0,0.0,,,227.0,,,,,,,,,,,,HR,http,SF,227.0,1197.0,1197.0,0.0,True,2.0,4.0,0.0,0.0,1.0,0.0,6.0,255.0,normal,20.0,0.0,False,True,False,0.0,0.0,0.0
user_041,lindagreen,email_sent,2025-10-02 10:59:51.454356,192.168.1.188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_5968,False,0.11060254218357807,,,,,,,,,,,,,,,,,,,,15.0,1.0,1.0,17569659.0,marketing,0.8737408024372397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_004,alexanderrhodes,login,2025-10-13 08:56:51.454356,213.33.111.76,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_9180,False,0.20316610459131912,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_041,lindagreen,email_sent,2025-09-29 08:58:51.454356,46.175.156.107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_9124,False,0.2020504455830131,,,,,,,,,,,,,,,,,,,,7.0,2.0,0.0,24423508.0,marketing,0.8098985268188584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_047,michael58,application_launch,2025-10-10 13:03:51.454356,192.168.1.188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Linux-Workstation_2115,False,0.15400798870869475,,SAP,14.1.9,69.0,1086.0,16.576369592212224,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_023,jowens,network_access,2025-09-26 11:49:51.454356,212.55.223.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",MacBook_6522,False,0.16773520577060266,,,,,,,,,,,,,,,,,,,,,,,,,,40.166.162.113,salesforce.com,SSH,995.0,5704905.0,856.0,timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_003,amberyang,logout,2025-09-30 17:50:51.454356,192.168.1.205,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",Linux-Workstation_1743,False,0.2995012363942528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_048,ddillon,email_sent,2025-10-17 11:33:51.454356,192.168.1.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",Windows-Laptop_5856,False,0.12691097693088052,,,,,,,,,,,,,,,,,,,,18.0,2.0,1.0,605786.0,marketing,0.994272349498093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_021,llong,system_command,2025-09-23 13:21:51.454356,192.168.1.62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",MacBook_7022,False,0.2505587797650375,,,,,,,,,,,,,,,,,4136.0,,,,,,,,,,,,,,,,,,,,chown,--difficult /structure/deep.csv,0.0,root,951607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_006,ashleysmall,database_query,2025-10-03 11:48:51.454356,192.168.1.46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",Windows-Laptop_6928,False,0.20796570468138204,,,,,,,,,,,,,,customer_db,INSERT,110.0,2756.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user_001,user43,network_access,2025-10-16 16:25:54.646612,192.168.4.185,,,False,0.2597234097630673,,,,,,,,,,,,,,,,,,,False,,,,,,,10.0.244.116,,tcp,,1601.0,0.0,,,206.0,,,,,,,,,,,,Sales,http,SF,206.0,1395.0,1395.0,0.0,True,18.0,19.0,0.0,0.0,1.0,0.0,18.0,255.0,normal,21.0,2.0,False,True,False,0.0,0.0,0.0
